30000.0,30000.0,24677.379999999997,11670.500000000002,5363.99,3525.4300000000003,3484.2299999999996,3443.9100000000008,3451.4,3493.34,3407.2599999999998,3322.5,3257.2,3195.61,3165.23,3156.4700000000003,3151.8,3162.2400000000002,3160.5000000000005,3173.46,3190.41,3277.3599999999997,3390.55,3468.2299999999996,3549.2400000000002,3747.7299999999996,3470.6099999999997,16504.529999999995,30000.0,30000.0,30000.0,30000.0
30000.0,26525.26,5240.250000000001,3478.3100000000004,3614.9199999999996,3724.6800000000003,3703.85,3655.21,3619.9900000000002,3566.6,3520.54,3485.5399999999995,3456.12,3440.2400000000002,3423.72,3421.1700000000005,3419.7300000000005,3407.3,3428.5,3445.9600000000005,3484.25,3498.94,3533.7200000000003,3566.8,3631.000000000001,3693.6099999999997,3728.88,5073.24,28422.019999999997,30000.0,30000.0,30000.0
27307.78,9336.48,3309.8900000000003,3485.3,3670.6600000000008,3859.6099999999997,3969.15,3952.9799999999996,3906.8799999999997,3874.9100000000008,3826.81,3787.91,3769.1799999999994,3764.1800000000003,3745.87,3733.0800000000004,3759.09,3755.7799999999997,3760.0899999999992,3781.37,3807.95,3828.84,3863.6400000000003,3924.2,3963.2300000000005,4009.1,4049.730000000001,10262.2,21428.579999999998,30000.0,30000.0,30000.0
10067.02,3127.29,3269.2,3465.7300000000005,3676.1100000000006,3963.46,4188.93,4290.77,4285.24,4251.949999999999,4223.460000000001,4195.64,4194.5599999999995,4168.18,4151.250000000001,4137.59,4209.92,4199.839999999999,4214.79,4218.92,4238.49,4261.530000000001,4299.57,4315.62,4338.64,5617.710000000001,5881.9,12254.2,18660.91,30000.0,30000.0,30000.0
8614.02,3050.36,3211.14,3416.53,3669.66,3959.100000000001,4285.17,4512.51,4639.75,4644.2699999999995,4640.379999999999,4625.2,4604.360000000001,6132.53,4794.460000000001,4541.69,5139.68,4647.71,4670.84,4657.32,4662.97,4654.56,4678.8,4939.090000000001,8465.43,8715.01,10992.53,18292.29,28469.379999999997,30000.0,30000.0,30000.0
5592.78,3005.2799999999997,3185.9,3379.6099999999997,3628.7,3948.9200000000005,4310.620000000001,4657.530000000001,5048.030000000001,5267.6,5268.06,6235.950000000001,12829.95,13808.310000000001,5679.570000000001,5197.259999999999,6404.04,5188.4400000000005,8145.289999999999,14062.279999999999,11121.27,6703.87,6486.660000000001,11376.720000000001,10177.67,15103.59,19069.21,26269.629999999997,30000.0,30000.0,30000.0,30000.0
5541.92,2963.85,3129.77,3344.4800000000005,3600.1899999999996,3921.35,4295.26,4692.370000000001,5253.07,5809.38,6060.94,6528.0599999999995,11665.750000000002,10898.889999999998,9540.600000000002,8815.99,10251.89,5976.179999999999,12729.509999999998,14984.470000000001,16360.069999999998,11970.45,25624.44,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
5518.89,2957.2500000000005,3140.7700000000004,3334.29,3584.0799999999995,3890.4899999999993,4270.9,4671.35,10674.929999999998,12457.3,11600.119999999999,14838.240000000002,14814.920000000002,15010.99,23549.97,21940.510000000002,23726.46,25097.91,23721.370000000003,27206.02,29070.76,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
5496.67,2921.3500000000004,3122.2799999999997,3305.3199999999997,3603.12,4195.030000000001,4265.15,4604.74,5609.710000000001,4639.949999999999,24319.48,30000.0,29557.97,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,28857.21,22554.269999999997,21393.39,21400.2,22292.280000000002,27718.18,30000.0,30000.0,30000.0,30000.0
5474.24,2888.2999999999997,3080.19,3301.3799999999997,3530.5299999999997,3901.1399999999994,4223.0599999999995,4497.51,4206.47,4278.709999999999,22249.61,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,19129.05,1360.51,1381.13,1407.9199999999998,1448.06,1503.31,24027.950000000004,30000.0,30000.0,30000.0
5449.16,2850.18,3058.8099999999995,3257.35,3459.1399999999994,3834.85,4198.5199999999995,4454.24,4157.01,4217.17,22837.829999999994,30000.0,30000.0,30000.0,30000.0,30000.0,28259.769999999997,20085.1,21799.200000000004,26551.22,27285.68,30000.0,19726.12,1397.77,1416.7400000000002,1444.52,1493.0100000000002,2977.88,30000.0,30000.0,30000.0,30000.0
5160.8099999999995,2792.3299999999995,16208.61,13814.810000000001,3385.81,3736.0399999999995,7032.24,6888.83,4079.66,4169.179999999999,26922.52,30000.0,30000.0,30000.0,30000.0,20387.730000000003,11133.310000000001,13061.219999999998,12162.689999999999,8536.19,8855.420000000002,26836.73,20875.280000000002,1419.4,1436.27,1468.4399999999998,1515.1100000000001,8676.47,26930.51,28637.780000000006,28365.879999999997,28663.75
2619.3300000000004,2333.81,10308.59,9849.310000000001,4324.069999999999,5633.8099999999995,6117.43,7764.459999999999,16567.77,5874.93,23960.72,24825.92,26636.85,30000.0,29151.110000000004,11739.509999999998,6218.14,14566.039999999999,14570.4,5651.71,5671.469999999999,14632.170000000002,16326.289999999999,1454.1100000000001,1454.1599999999999,1488.85,1543.4100000000003,8264.94,14511.63,9791.289999999999,12377.640000000001,13303.709999999997
3483.0099999999998,2121.36,2218.17,2350.71,2552.0,2772.3900000000003,3078.82,3466.9600000000005,21165.909999999996,22175.379999999997,17518.920000000002,24409.170000000002,25509.899999999998,30000.0,26043.31,2807.63,9136.51,6920.410000000001,6658.6,5964.030000000001,6568.379999999999,7913.49,9256.02,1460.06,2896.77,12047.49,9523.289999999999,10178.539999999999,5892.139999999999,9039.06,14873.799999999997,11906.060000000001
2086.03,2122.12,2223.65,2350.3299999999995,2551.7999999999997,2770.6400000000003,3093.2400000000002,3465.8600000000006,13513.77,22877.36,19005.97,29552.55,29775.170000000002,30000.0,25244.46,1617.99,7867.319999999998,7583.780000000001,7296.55,5174.0999999999985,8835.26,14367.62,15044.45,1464.85,5459.259999999999,19461.769999999997,15232.080000000002,12386.1,3713.5,9497.35,2526.06,2416.05
2125.1900000000005,2134.4900000000002,2239.5099999999998,2368.9999999999995,2546.41,2775.2799999999997,3103.3700000000003,3464.55,23291.489999999998,21157.02,27484.07,30000.0,30000.0,25392.620000000003,8914.189999999999,1593.6,1620.3300000000002,1618.9699999999998,1620.34,1626.9500000000003,1637.85,2798.9799999999996,2462.69,1477.79,9748.289999999999,22610.15,28011.25,11861.170000000002,7243.789999999999,16299.86,10485.28,2411.67
2969.73,2149.32,2246.7599999999998,2373.62,2546.09,2784.4900000000002,3089.2699999999995,4768.3099999999995,26574.32,30000.0,30000.0,30000.0,30000.0,28360.96,10003.45,1608.3899999999999,1628.6599999999999,1631.6200000000001,1638.61,1648.75,1656.0,10709.58,6074.23,9734.62,12880.0,29149.23,30000.0,19101.489999999998,26426.840000000004,30000.0,30000.0,23925.18
2765.0799999999995,2162.17,2269.79,2369.06,2550.02,2779.91,8723.759999999998,25722.780000000002,29732.909999999996,30000.0,29461.32,25432.06,28656.57,25426.79,9215.99,1631.47,1651.35,1654.65,1660.2599999999998,1672.23,1700.89,29716.97,25033.31,29434.079999999998,27148.059999999998,30000.0,27561.35,17231.97,22481.920000000002,30000.0,30000.0,23098.62
5554.070000000001,2156.8600000000006,2294.16,2394.5,5059.85,19922.129999999997,26218.74,25097.329999999998,11913.28,20223.350000000002,11024.630000000001,5083.289999999999,10957.41,7672.3,3461.2299999999996,1665.17,1676.25,1680.72,1689.2400000000002,1700.03,2059.67,26396.499999999993,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,27247.079999999998
8367.17,2196.67,3146.27,13188.16,28630.32,27805.5,20399.74,17097.280000000002,14403.73,12966.119999999999,14327.880000000001,8852.0,12089.389999999998,4630.4,7831.390000000001,1690.97,1706.6200000000001,1714.52,1720.7400000000002,1733.19,2649.6499999999996,22476.65,28599.52,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
27218.82,15275.75,24463.11,30000.0,30000.0,30000.0,17256.72,13374.9,13052.8,7262.029999999999,8929.259999999998,7236.45,6336.660000000001,3049.4999999999995,4572.680000000001,1741.27,3195.4100000000003,1814.8399999999997,1803.61,2102.9199999999996,6307.090000000001,19335.37,18526.77,25234.43,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,16321.6,11884.33,9333.76,6237.710000000001,4255.639999999999,3941.8,4185.570000000001,3324.75,2707.89,1769.3200000000002,1803.3799999999999,1789.0399999999997,2099.9100000000003,1804.94,2081.14,2680.94,3827.15,17634.66,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,17652.16,5338.13,4984.969999999999,6078.99,5795.360000000001,2373.3399999999997,2052.8100000000004,2012.4200000000005,1744.67,1695.7400000000002,1730.2399999999998,1702.9399999999998,1689.73,1700.81,1996.85,2545.73,5101.4,10509.740000000002,20058.89,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,26718.629999999997,20527.22,7824.640000000001,6132.78,3808.899999999999,3252.54,4885.200000000001,2321.2300000000005,2875.13,1469.1100000000001,1491.7000000000003,1466.04,1478.06,1489.91,1450.68,4617.9800000000005,4335.86,4090.9900000000002,18536.22,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0
